ticket_id,created_date,resolved_date,department,ticket_type,priority,assigned_agent,resolution_hours,sla_target_hours,met_sla
TKT-10848,2025-11-21 11:00:00,2025-11-21 12:54:46.545415,HR,Device Enrollment,Medium,J. Nguyen,1.91,8,True
TKT-10849,2026-06-22 08:00:00,2026-06-22 09:13:20.083303,Marketing,Password Reset,Medium,R. Costa,1.22,8,True
TKT-10850,2025-10-07 12:00:00,2025-10-07 14:17:53.505598,Operations,Group Membership,Low,M. Singh,2.3,24,True
TKT-10851,2025-09-16 17:00:00,2025-09-16 18:27:13.028219,Finance,Access Request,Medium,M. Singh,1.45,8,True
TKT-10852,2026-03-13 10:00:00,2026-03-13 10:40:14.694822,Operations,Password Reset,Medium,J. Nguyen,0.67,8,True
TKT-10853,2025-12-29 10:00:00,2025-12-29 10:45:08.010747,HR,Password Reset,High,T. O'Brien,0.75,2,True
TKT-10854,2025-10-06 11:00:00,2025-10-06 12:25:31.315358,Engineering,Account Lockout,Medium,T. O'Brien,1.43,8,True
TKT-10855,2025-09-01 16:00:00,2025-09-01 16:45:02.545116,Finance,MFA Issue,Medium,A. Palishchuk,0.75,8,True
TKT-10856,2026-01-23 17:00:00,2026-01-23 18:46:31.493783,Finance,Permission Change,Low,A. Palishchuk,1.78,24,True
TKT-10857,2026-02-03 08:00:00,2026-02-03 14:49:41.404270,Sales,Access Request,Low,M. Singh,6.83,24,True
TKT-10858,2025-09-28 08:00:00,2025-09-28 08:07:15.507012,Engineering,MFA Issue,Medium,J. Nguyen,0.12,8,True
TKT-10859,2026-01-15 14:00:00,2026-01-15 14:32:28.979763,Legal,Password Reset,Medium,R. Costa,0.54,8,True
TKT-10860,2025-12-15 10:00:00,2025-12-15 12:15:51.907053,Sales,Access Request,High,R. Costa,2.26,2,False
TKT-10861,2025-07-27 11:00:00,2025-07-27 14:21:18.901521,Engineering,Permission Change,Low,M. Singh,3.36,24,True
TKT-10862,2026-06-07 09:00:00,2026-06-07 09:22:13.457501,Legal,Permission Change,Low,A. Palishchuk,0.37,24,True
TKT-10863,2026-01-12 17:00:00,2026-01-12 17:16:50.845061,HR,Device Enrollment,Medium,J. Nguyen,0.28,8,True
TKT-10864,2025-11-22 09:00:00,2025-11-22 13:46:24.236914,Marketing,Device Enrollment,Medium,A. Palishchuk,4.77,8,True
TKT-10865,2026-06-21 11:00:00,2026-06-21 12:40:39.527282,HR,Device Enrollment,Low,A. Palishchuk,1.68,24,True
TKT-10866,2025-08-03 09:00:00,2025-08-03 09:35:51.476528,Operations,MFA Issue,High,A. Palishchuk,0.6,2,True
TKT-10867,2025-07-10 13:00:00,2025-07-10 14:06:20.910365,Finance,MFA Issue,Medium,M. Singh,1.11,8,True
TKT-10868,2026-02-16 12:00:00,2026-02-16 12:07:31.167311,Sales,SSO Login Failure,Low,A. Palishchuk,0.13,24,True
TKT-10869,2026-05-04 15:00:00,2026-05-05 02:56:07.220548,Finance,Access Request,Low,A. Palishchuk,11.94,24,True
TKT-10870,2025-10-05 08:00:00,2025-10-05 10:46:45.592139,Finance,Group Membership,Low,T. O'Brien,2.78,24,True
TKT-10871,2026-02-04 12:00:00,2026-02-05 01:54:10.330582,HR,Permission Change,Low,J. Nguyen,13.9,24,True
TKT-10872,2025-12-29 16:00:00,2025-12-29 19:22:54.012097,Marketing,Group Membership,Low,T. O'Brien,3.38,24,True
TKT-10873,2025-07-19 08:00:00,2025-07-19 11:22:11.047459,Finance,Group Membership,Low,J. Nguyen,3.37,24,True
TKT-10874,2025-11-30 13:00:00,2025-11-30 13:06:00.000000,Sales,Password Reset,Low,J. Nguyen,0.1,24,True
TKT-10875,2026-01-14 10:00:00,2026-01-14 13:04:56.968009,Operations,MFA Issue,Low,M. Singh,3.08,24,True
TKT-10876,2026-01-27 15:00:00,2026-01-27 17:06:16.240563,HR,Password Reset,Low,M. Singh,2.1,24,True
TKT-10877,2026-04-09 09:00:00,2026-04-09 16:55:35.921314,Legal,Access Request,Medium,T. O'Brien,7.93,8,True
TKT-10878,2026-03-03 14:00:00,2026-03-03 15:26:43.794620,Marketing,Access Request,Low,A. Palishchuk,1.45,24,True
TKT-10879,2025-12-05 11:00:00,2025-12-05 11:45:54.632653,Marketing,Account Lockout,Low,J. Nguyen,0.77,24,True
TKT-10880,2025-08-26 10:00:00,2025-08-26 11:26:31.559077,Engineering,Account Lockout,Low,A. Palishchuk,1.44,24,True
TKT-10881,2025-11-06 16:00:00,2025-11-07 02:16:10.812674,Marketing,Device Enrollment,Low,M. Singh,10.27,24,True
TKT-10882,2026-06-30 11:00:00,2026-06-30 12:22:09.400662,Legal,MFA Issue,Low,A. Palishchuk,1.37,24,True
TKT-10883,2025-10-04 14:00:00,2025-10-05 16:36:01.057483,Engineering,Access Request,Low,M. Singh,26.6,24,False
TKT-10884,2025-12-14 08:00:00,2025-12-14 08:23:37.374780,Marketing,Account Lockout,High,M. Singh,0.39,2,True
TKT-10885,2025-08-07 16:00:00,2025-08-08 09:41:48.395672,Engineering,Permission Change,Low,R. Costa,17.7,24,True
TKT-10886,2026-02-05 11:00:00,2026-02-06 01:17:21.036766,Sales,Device Enrollment,Low,R. Costa,14.29,24,True
TKT-10887,2025-11-27 14:00:00,2025-11-27 14:06:00.000000,Legal,Password Reset,Low,J. Nguyen,0.1,24,True
TKT-10888,2025-07-01 14:00:00,2025-07-01 14:45:14.927862,Sales,MFA Issue,Low,A. Palishchuk,0.75,24,True
TKT-10889,2026-06-24 09:00:00,2026-06-24 11:02:56.415366,Finance,SSO Login Failure,Medium,A. Palishchuk,2.05,8,True
TKT-10890,2026-05-14 16:00:00,2026-05-14 16:11:07.797368,Legal,SSO Login Failure,Medium,A. Palishchuk,0.19,8,True
TKT-10891,2025-08-14 17:00:00,2025-08-14 19:15:58.358217,Marketing,MFA Issue,Low,T. O'Brien,2.27,24,True
TKT-10892,2025-07-03 13:00:00,2025-07-03 13:06:00.000000,Operations,Account Lockout,Low,J. Nguyen,0.1,24,True
TKT-10893,2025-07-07 15:00:00,2025-07-07 21:32:02.513280,HR,Permission Change,Low,A. Palishchuk,6.53,24,True
TKT-10894,2026-05-21 17:00:00,2026-05-21 17:06:00.000000,Marketing,Password Reset,Medium,T. O'Brien,0.1,8,True
TKT-10895,2026-03-16 11:00:00,2026-03-16 11:44:35.462923,Legal,MFA Issue,Low,A. Palishchuk,0.74,24,True
TKT-10896,2026-04-22 11:00:00,2026-04-22 13:41:19.999770,HR,SSO Login Failure,Low,J. Nguyen,2.69,24,True
TKT-10897,2026-06-20 08:00:00,2026-06-20 09:22:05.683676,HR,SSO Login Failure,Low,A. Palishchuk,1.37,24,True
TKT-10898,2025-07-22 14:00:00,2025-07-23 06:31:02.371559,Operations,Permission Change,Medium,M. Singh,16.52,8,False
TKT-10899,2025-08-08 16:00:00,2025-08-08 16:22:44.714784,Sales,Password Reset,Medium,A. Palishchuk,0.38,8,True
TKT-10900,2025-08-09 13:00:00,2025-08-09 13:37:37.917157,Operations,Account Lockout,Low,R. Costa,0.63,24,True
TKT-10901,2026-05-23 12:00:00,2026-05-23 12:32:54.682584,Legal,Account Lockout,Medium,A. Palishchuk,0.55,8,True
TKT-10902,2026-05-23 09:00:00,2026-05-23 14:29:45.569050,Sales,Permission Change,Low,A. Palishchuk,5.5,24,True
TKT-10903,2026-01-15 14:00:00,2026-01-15 16:57:04.633542,Engineering,Permission Change,High,R. Costa,2.95,2,False
TKT-10904,2025-12-13 09:00:00,2025-12-13 11:18:34.688642,Finance,Permission Change,Medium,T. O'Brien,2.31,8,True
TKT-10905,2025-12-12 08:00:00,2025-12-12 08:44:00.488677,Legal,Account Lockout,Low,T. O'Brien,0.73,24,True
TKT-10906,2026-04-19 10:00:00,2026-04-19 10:12:53.261748,HR,MFA Issue,Medium,M. Singh,0.21,8,True
TKT-10907,2026-02-10 13:00:00,2026-02-10 13:43:27.051952,Operations,Account Lockout,Low,R. Costa,0.72,24,True
TKT-10908,2026-05-11 12:00:00,2026-05-11 12:47:33.374076,Operations,Account Lockout,High,A. Palishchuk,0.79,2,True
TKT-10909,2026-05-10 17:00:00,2026-05-10 17:35:14.213499,Marketing,MFA Issue,Low,J. Nguyen,0.59,24,True
TKT-10910,2026-02-11 12:00:00,2026-02-11 12:35:48.305130,Finance,Device Enrollment,Medium,T. O'Brien,0.6,8,True
TKT-10911,2025-12-29 17:00:00,2025-12-29 17:16:31.167655,Operations,MFA Issue,High,T. O'Brien,0.28,2,True
TKT-10912,2025-10-05 13:00:00,2025-10-05 16:37:13.439413,Legal,SSO Login Failure,Medium,J. Nguyen,3.62,8,True
TKT-10913,2025-09-04 11:00:00,2025-09-04 16:12:40.624402,Engineering,Device Enrollment,Medium,R. Costa,5.21,8,True
TKT-10914,2025-10-11 08:00:00,2025-10-11 08:12:43.173244,Engineering,Permission Change,Low,A. Palishchuk,0.21,24,True
TKT-10915,2025-11-03 17:00:00,2025-11-03 17:24:41.314130,Operations,Password Reset,Low,T. O'Brien,0.41,24,True
TKT-10916,2025-10-22 11:00:00,2025-10-23 15:02:57.186609,Finance,Access Request,Low,T. O'Brien,28.05,24,False
TKT-10917,2026-02-03 12:00:00,2026-02-03 12:14:02.860223,Operations,Account Lockout,Medium,A. Palishchuk,0.23,8,True
TKT-10918,2025-10-31 08:00:00,2025-10-31 08:49:03.372829,Operations,Password Reset,Low,J. Nguyen,0.82,24,True
TKT-10919,2026-05-07 12:00:00,2026-05-07 14:46:51.309433,Marketing,Permission Change,Medium,J. Nguyen,2.78,8,True
TKT-10920,2025-12-21 16:00:00,2025-12-21 20:09:31.817534,Marketing,Permission Change,Low,A. Palishchuk,4.16,24,True
TKT-10921,2026-06-06 15:00:00,2026-06-06 15:17:17.397346,Finance,Password Reset,Medium,R. Costa,0.29,8,True
TKT-10922,2026-03-22 17:00:00,2026-03-22 21:04:28.378899,Operations,SSO Login Failure,Medium,A. Palishchuk,4.07,8,True
TKT-10923,2026-06-07 14:00:00,2026-06-07 14:06:00.000000,HR,Account Lockout,Medium,A. Palishchuk,0.1,8,True
TKT-10924,2025-12-06 12:00:00,2025-12-06 13:46:08.533021,Operations,MFA Issue,Low,A. Palishchuk,1.77,24,True
TKT-10925,2026-05-01 15:00:00,2026-05-01 15:27:39.767035,HR,SSO Login Failure,Medium,J. Nguyen,0.46,8,True
TKT-10926,2025-08-27 09:00:00,2025-08-27 10:28:49.210152,Sales,Account Lockout,High,R. Costa,1.48,2,True
TKT-10927,2025-11-30 13:00:00,2025-11-30 13:35:01.070869,Operations,MFA Issue,Medium,M. Singh,0.58,8,True
TKT-10928,2025-09-20 14:00:00,2025-09-20 17:26:17.175639,HR,Device Enrollment,Medium,M. Singh,3.44,8,True
TKT-10929,2026-01-25 08:00:00,2026-01-25 08:06:00.000000,Engineering,Password Reset,High,M. Singh,0.1,2,True
TKT-10930,2026-05-27 15:00:00,2026-05-27 19:48:11.412267,Finance,MFA Issue,Low,A. Palishchuk,4.8,24,True
TKT-10931,2025-08-04 15:00:00,2025-08-04 15:34:14.729802,Finance,Access Request,High,A. Palishchuk,0.57,2,True
TKT-10932,2026-01-23 16:00:00,2026-01-23 17:01:12.252546,HR,MFA Issue,Medium,J. Nguyen,1.02,8,True
TKT-10933,2025-09-13 09:00:00,2025-09-13 09:06:09.629642,Legal,Group Membership,High,A. Palishchuk,0.1,2,True
TKT-10934,2026-03-16 14:00:00,2026-03-17 05:18:15.577289,Sales,Permission Change,Low,T. O'Brien,15.3,24,True
TKT-10935,2025-11-09 11:00:00,2025-11-09 15:03:58.915777,Finance,Access Request,High,R. Costa,4.07,2,False
TKT-10936,2025-08-04 13:00:00,2025-08-04 14:05:05.072697,Engineering,MFA Issue,Medium,M. Singh,1.08,8,True
TKT-10937,2025-11-05 10:00:00,2025-11-05 10:06:35.331235,Operations,Password Reset,Medium,R. Costa,0.11,8,True
TKT-10938,2025-09-06 11:00:00,2025-09-06 11:15:34.302762,Sales,MFA Issue,Low,R. Costa,0.26,24,True
TKT-10939,2025-07-21 11:00:00,2025-07-21 11:37:07.567422,Marketing,SSO Login Failure,Medium,A. Palishchuk,0.62,8,True
TKT-10940,2026-03-30 10:00:00,2026-03-30 10:32:09.611001,HR,Device Enrollment,High,A. Palishchuk,0.54,2,True
TKT-10941,2025-08-28 08:00:00,2025-08-28 08:50:15.408580,HR,Group Membership,Medium,A. Palishchuk,0.84,8,True
TKT-10942,2026-04-23 10:00:00,2026-04-23 12:58:27.031688,Operations,Device Enrollment,Medium,J. Nguyen,2.97,8,True
TKT-10943,2026-03-04 10:00:00,2026-03-04 10:34:53.781214,Engineering,Account Lockout,Low,A. Palishchuk,0.58,24,True
TKT-10944,2026-04-27 17:00:00,2026-04-27 17:10:51.972448,Finance,SSO Login Failure,Low,A. Palishchuk,0.18,24,True
TKT-10945,2025-07-29 09:00:00,2025-07-29 12:18:14.527955,Operations,SSO Login Failure,Low,M. Singh,3.3,24,True
TKT-10946,2026-03-17 09:00:00,2026-03-18 02:49:00.876003,Engineering,Access Request,Low,M. Singh,17.82,24,True
TKT-10947,2025-10-22 17:00:00,2025-10-22 18:33:43.295153,Legal,Password Reset,Low,A. Palishchuk,1.56,24,True
TKT-10948,2025-10-20 16:00:00,2025-10-20 19:28:14.054738,Finance,Device Enrollment,Low,T. O'Brien,3.47,24,True
TKT-10949,2026-04-19 15:00:00,2026-04-19 15:52:31.189482,Legal,Access Request,Medium,J. Nguyen,0.88,8,True
TKT-10950,2026-02-19 08:00:00,2026-02-19 08:37:05.806075,Engineering,MFA Issue,Low,A. Palishchuk,0.62,24,True
TKT-10951,2026-03-10 16:00:00,2026-03-10 16:53:38.607870,Finance,MFA Issue,High,M. Singh,0.89,2,True
TKT-10952,2026-02-16 10:00:00,2026-02-16 10:28:19.882749,Finance,Device Enrollment,Low,M. Singh,0.47,24,True
TKT-10953,2025-07-31 09:00:00,2025-07-31 10:17:13.009580,Sales,MFA Issue,Low,M. Singh,1.29,24,True
TKT-10954,2026-03-13 15:00:00,2026-03-13 15:39:33.193318,Legal,Password Reset,Low,A. Palishchuk,0.66,24,True
TKT-10955,2025-08-24 10:00:00,2025-08-24 16:36:11.517563,Operations,Group Membership,Low,J. Nguyen,6.6,24,True
TKT-10956,2026-01-04 17:00:00,2026-01-04 22:01:13.448367,Engineering,Permission Change,Medium,R. Costa,5.02,8,True
TKT-10957,2025-11-23 12:00:00,2025-11-23 13:00:22.452667,Operations,Account Lockout,Low,A. Palishchuk,1.01,24,True
TKT-10958,2025-10-22 15:00:00,2025-10-22 15:30:45.693904,Finance,Permission Change,High,M. Singh,0.51,2,True
TKT-10959,2026-05-27 15:00:00,2026-05-27 16:11:59.994869,Engineering,SSO Login Failure,High,J. Nguyen,1.2,2,True
TKT-10960,2025-12-17 14:00:00,2025-12-17 19:28:09.294057,Finance,SSO Login Failure,Low,A. Palishchuk,5.47,24,True
TKT-10961,2026-04-05 14:00:00,2026-04-05 14:15:48.159691,HR,Account Lockout,Low,A. Palishchuk,0.26,24,True
TKT-10962,2025-12-24 17:00:00,2025-12-24 17:06:00.000000,Engineering,Account Lockout,Medium,J. Nguyen,0.1,8,True
TKT-10963,2026-02-20 09:00:00,2026-02-20 09:13:19.783566,Legal,Password Reset,Medium,R. Costa,0.22,8,True
TKT-10964,2025-12-23 08:00:00,2025-12-23 09:19:15.455240,Sales,Password Reset,Low,J. Nguyen,1.32,24,True
TKT-10965,2026-02-01 09:00:00,2026-02-01 09:12:29.680208,Legal,Account Lockout,Low,A. Palishchuk,0.21,24,True
TKT-10966,2026-01-02 13:00:00,2026-01-02 17:20:11.184116,HR,Device Enrollment,Low,R. Costa,4.34,24,True
TKT-10967,2026-04-04 10:00:00,2026-04-04 10:06:00.000000,Operations,Password Reset,Low,J. Nguyen,0.1,24,True
TKT-10968,2025-12-30 16:00:00,2025-12-30 17:41:51.219405,Engineering,Password Reset,Low,T. O'Brien,1.7,24,True
TKT-10969,2026-04-17 13:00:00,2026-04-18 04:04:15.122926,Legal,Access Request,Low,J. Nguyen,15.07,24,True
TKT-10970,2026-05-19 09:00:00,2026-05-19 13:04:20.711741,Engineering,Group Membership,Low,J. Nguyen,4.07,24,True
TKT-10971,2025-11-06 09:00:00,2025-11-06 09:06:00.000000,Engineering,Password Reset,Medium,R. Costa,0.1,8,True
TKT-10972,2025-11-16 14:00:00,2025-11-16 19:02:34.515273,Legal,Device Enrollment,Medium,J. Nguyen,5.04,8,True
TKT-10973,2025-08-11 16:00:00,2025-08-11 17:00:39.583316,Engineering,Password Reset,High,J. Nguyen,1.01,2,True
TKT-10974,2026-01-31 09:00:00,2026-01-31 09:19:01.463768,Engineering,SSO Login Failure,Medium,M. Singh,0.32,8,True
TKT-10975,2026-03-13 16:00:00,2026-03-13 16:39:06.143460,Sales,Password Reset,Low,J. Nguyen,0.65,24,True
TKT-10976,2025-09-25 12:00:00,2025-09-26 07:06:44.263050,Marketing,Device Enrollment,Low,R. Costa,19.11,24,True
TKT-10977,2025-08-13 11:00:00,2025-08-13 11:35:03.382530,Sales,Password Reset,Medium,T. O'Brien,0.58,8,True
TKT-10978,2025-09-14 14:00:00,2025-09-15 00:37:47.593283,Marketing,Device Enrollment,Low,A. Palishchuk,10.63,24,True
TKT-10979,2025-09-23 12:00:00,2025-09-23 12:30:04.804960,Finance,Password Reset,Low,A. Palishchuk,0.5,24,True
TKT-10980,2025-12-21 12:00:00,2025-12-21 14:05:42.949992,Finance,Group Membership,Medium,A. Palishchuk,2.1,8,True
TKT-10981,2025-10-13 10:00:00,2025-10-13 10:12:32.500622,HR,Password Reset,Medium,R. Costa,0.21,8,True
TKT-10982,2026-06-14 11:00:00,2026-06-14 19:59:47.240066,Sales,Access Request,Low,M. Singh,9.0,24,True
TKT-10983,2025-07-26 13:00:00,2025-07-26 14:09:12.622386,Operations,MFA Issue,Medium,T. O'Brien,1.15,8,True
TKT-10984,2025-08-17 16:00:00,2025-08-17 16:43:07.915769,Sales,Password Reset,Medium,R. Costa,0.72,8,True
TKT-10985,2026-01-21 16:00:00,2026-01-22 11:18:13.124054,Legal,Device Enrollment,Medium,A. Palishchuk,19.3,8,False
TKT-10986,2025-10-12 13:00:00,2025-10-12 17:25:32.739381,Sales,Permission Change,Medium,A. Palishchuk,4.43,8,True
TKT-10987,2026-01-21 17:00:00,2026-01-21 17:37:05.414231,Legal,Device Enrollment,Low,J. Nguyen,0.62,24,True
TKT-10988,2025-12-25 09:00:00,2025-12-25 09:49:59.236377,Finance,SSO Login Failure,Low,M. Singh,0.83,24,True
TKT-10989,2026-05-01 09:00:00,2026-05-01 09:32:37.626658,Engineering,Permission Change,Medium,A. Palishchuk,0.54,8,True
TKT-10990,2025-07-29 14:00:00,2025-07-29 14:24:39.943510,Operations,Device Enrollment,Medium,T. O'Brien,0.41,8,True
TKT-10991,2025-08-26 08:00:00,2025-08-26 09:19:01.319915,Operations,MFA Issue,Medium,R. Costa,1.32,8,True
TKT-10992,2025-09-15 09:00:00,2025-09-15 19:42:02.377310,Sales,Access Request,Medium,R. Costa,10.7,8,False
TKT-10993,2026-01-05 13:00:00,2026-01-05 14:32:24.610456,Operations,Account Lockout,Low,R. Costa,1.54,24,True
TKT-10994,2026-01-12 17:00:00,2026-01-12 17:19:39.317485,Sales,MFA Issue,High,A. Palishchuk,0.33,2,True
TKT-10995,2026-02-07 08:00:00,2026-02-07 08:30:38.071657,Marketing,Password Reset,Low,J. Nguyen,0.51,24,True
TKT-10996,2026-02-26 12:00:00,2026-02-26 13:09:53.913122,Finance,Group Membership,Low,R. Costa,1.16,24,True
TKT-10997,2026-04-09 11:00:00,2026-04-09 13:50:09.349207,Marketing,SSO Login Failure,Low,J. Nguyen,2.84,24,True
TKT-10998,2025-10-11 08:00:00,2025-10-11 10:59:16.109462,Legal,SSO Login Failure,High,A. Palishchuk,2.99,2,False
TKT-10999,2025-07-26 16:00:00,2025-07-26 16:07:49.456178,Sales,Password Reset,High,J. Nguyen,0.13,2,True
TKT-11000,2026-05-11 17:00:00,2026-05-11 17:24:02.104415,Sales,MFA Issue,Medium,A. Palishchuk,0.4,8,True
TKT-11001,2025-10-17 13:00:00,2025-10-17 13:06:00.000000,Marketing,SSO Login Failure,Low,A. Palishchuk,0.1,24,True
TKT-11002,2026-04-08 16:00:00,2026-04-08 16:08:18.877572,Sales,Account Lockout,High,R. Costa,0.14,2,True
TKT-11003,2025-08-22 10:00:00,2025-08-22 22:01:40.759775,Legal,Access Request,Medium,R. Costa,12.03,8,False
TKT-11004,2025-09-25 10:00:00,2025-09-25 10:18:23.447576,Legal,Password Reset,Low,T. O'Brien,0.31,24,True
TKT-11005,2025-10-15 17:00:00,2025-10-15 18:31:32.224255,Marketing,MFA Issue,Medium,T. O'Brien,1.53,8,True
TKT-11006,2026-04-05 17:00:00,2026-04-06 23:57:14.572390,Operations,Access Request,Low,A. Palishchuk,30.95,24,False
TKT-11007,2026-03-31 14:00:00,2026-03-31 14:20:09.515852,Finance,Password Reset,Low,T. O'Brien,0.34,24,True
TKT-11008,2026-01-07 10:00:00,2026-01-07 10:08:05.434914,Legal,Password Reset,Low,A. Palishchuk,0.13,24,True
TKT-11009,2025-12-18 10:00:00,2025-12-18 12:30:07.404142,Sales,Account Lockout,Low,M. Singh,2.5,24,True
TKT-11010,2025-09-07 11:00:00,2025-09-07 11:08:56.001192,Engineering,Password Reset,Low,A. Palishchuk,0.15,24,True
TKT-11011,2025-11-23 08:00:00,2025-11-23 11:35:46.832140,Legal,Access Request,Low,R. Costa,3.6,24,True
TKT-11012,2026-01-30 10:00:00,2026-01-30 11:36:42.552393,Legal,Permission Change,Medium,R. Costa,1.61,8,True
TKT-11013,2026-06-02 14:00:00,2026-06-02 14:10:45.461581,Marketing,Password Reset,Low,J. Nguyen,0.18,24,True
TKT-11014,2026-06-09 13:00:00,2026-06-09 13:12:26.979344,Marketing,MFA Issue,Low,M. Singh,0.21,24,True
TKT-11015,2025-08-16 13:00:00,2025-08-16 14:12:00.545915,Finance,Password Reset,Low,T. O'Brien,1.2,24,True
TKT-11016,2026-01-15 14:00:00,2026-01-15 15:13:07.958883,HR,Permission Change,Medium,T. O'Brien,1.22,8,True
TKT-11017,2026-04-10 09:00:00,2026-04-10 10:43:03.159777,Marketing,MFA Issue,Medium,A. Palishchuk,1.72,8,True
TKT-11018,2025-10-08 12:00:00,2025-10-08 12:28:38.436775,Legal,Password Reset,Low,J. Nguyen,0.48,24,True
TKT-11019,2026-04-19 09:00:00,2026-04-19 12:13:55.077959,Legal,MFA Issue,Low,A. Palishchuk,3.23,24,True
TKT-11020,2025-08-22 09:00:00,2025-08-22 10:42:35.112170,Finance,Group Membership,Low,R. Costa,1.71,24,True
TKT-11021,2025-12-03 12:00:00,2025-12-03 15:42:44.581169,HR,Access Request,Low,A. Palishchuk,3.71,24,True
TKT-11022,2026-06-25 10:00:00,2026-06-25 11:27:22.862083,Sales,Access Request,Medium,R. Costa,1.46,8,True
TKT-11023,2025-08-27 16:00:00,2025-08-27 16:21:53.757860,Sales,SSO Login Failure,Medium,A. Palishchuk,0.36,8,True
TKT-11024,2025-09-16 16:00:00,2025-09-16 19:12:40.538071,Sales,Access Request,Low,J. Nguyen,3.21,24,True
TKT-11025,2025-11-24 12:00:00,2025-11-24 12:57:53.395109,Engineering,Account Lockout,High,T. O'Brien,0.96,2,True
TKT-11026,2026-03-16 12:00:00,2026-03-16 14:05:04.940855,Marketing,Group Membership,Medium,T. O'Brien,2.08,8,True
TKT-11027,2026-03-08 15:00:00,2026-03-08 17:40:01.519116,Legal,Permission Change,High,A. Palishchuk,2.67,2,False
TKT-11028,2026-02-10 17:00:00,2026-02-10 17:13:17.217445,HR,Account Lockout,Medium,R. Costa,0.22,8,True
TKT-11029,2025-07-06 15:00:00,2025-07-06 15:19:20.623492,HR,Device Enrollment,Medium,A. Palishchuk,0.32,8,True
TKT-11030,2025-08-09 12:00:00,2025-08-09 12:06:00.000000,Finance,Password Reset,Medium,A. Palishchuk,0.1,8,True
TKT-11031,2026-02-27 14:00:00,2026-02-27 15:26:17.295353,Engineering,SSO Login Failure,High,J. Nguyen,1.44,2,True
TKT-11032,2025-11-29 09:00:00,2025-11-29 09:52:36.681072,Engineering,MFA Issue,Medium,R. Costa,0.88,8,True
TKT-11033,2026-04-28 13:00:00,2026-04-28 13:06:00.000000,Sales,Account Lockout,Medium,R. Costa,0.1,8,True
TKT-11034,2026-02-21 08:00:00,2026-02-21 14:46:41.663814,Operations,Permission Change,Low,A. Palishchuk,6.78,24,True
TKT-11035,2025-10-21 12:00:00,2025-10-21 14:15:09.517781,Engineering,MFA Issue,Low,R. Costa,2.25,24,True
TKT-11036,2025-09-03 11:00:00,2025-09-03 11:25:08.261482,Finance,MFA Issue,Low,J. Nguyen,0.42,24,True
TKT-11037,2025-07-12 17:00:00,2025-07-12 17:49:15.302398,Marketing,Password Reset,Low,A. Palishchuk,0.82,24,True
TKT-11038,2025-08-22 17:00:00,2025-08-22 17:20:52.312913,Marketing,Password Reset,Low,R. Costa,0.35,24,True
TKT-11039,2026-04-12 15:00:00,2026-04-12 15:30:16.255798,Legal,Password Reset,Medium,J. Nguyen,0.5,8,True
TKT-11040,2025-09-18 14:00:00,2025-09-18 14:48:58.617285,Operations,MFA Issue,High,T. O'Brien,0.82,2,True
TKT-11041,2025-10-11 14:00:00,2025-10-11 15:16:03.739778,Sales,Password Reset,Medium,R. Costa,1.27,8,True
TKT-11042,2026-02-18 09:00:00,2026-02-18 09:16:06.254876,HR,Permission Change,Medium,A. Palishchuk,0.27,8,True
TKT-11043,2025-11-18 09:00:00,2025-11-18 09:10:29.870281,Legal,Account Lockout,Low,A. Palishchuk,0.17,24,True
TKT-11044,2025-12-17 12:00:00,2025-12-17 14:11:22.207248,Engineering,MFA Issue,High,R. Costa,2.19,2,False
TKT-11045,2025-09-23 12:00:00,2025-09-23 13:39:06.232984,HR,Group Membership,High,M. Singh,1.65,2,True
TKT-11046,2025-10-07 14:00:00,2025-10-07 23:36:54.041688,Legal,SSO Login Failure,Medium,A. Palishchuk,9.62,8,False
TKT-11047,2025-09-24 15:00:00,2025-09-24 22:05:35.824475,Sales,Access Request,Medium,J. Nguyen,7.09,8,True
TKT-11048,2026-02-23 15:00:00,2026-02-23 19:08:58.666895,Engineering,Access Request,High,M. Singh,4.15,2,False
TKT-11049,2025-10-22 11:00:00,2025-10-22 13:13:08.002516,Marketing,Group Membership,Medium,J. Nguyen,2.22,8,True
